page_id,text,label,Pattern Category,cleaned_text
1139,The Hoop Destination. Discover more,0,Not Dark Pattern,The Hoop Destination. Discover more
209,Football,0,Not Dark Pattern,Football
128,*Freight/Higher Freight charges may apply to some areas. Click here to view Shipping Policy,0,Not Dark Pattern,*Freight/Higher Freight charges may apply to some areas. Click here to view Shipping Policy
1476,2 in stock,1,Scarcity,2 in stock
479,"No thanks, I don't like savings",1,Misdirection,"No thanks, I don't like savings"
1158,How/why the homepage uses cookies,0,Not Dark Pattern,How/why the homepage uses cookies
1007,Limited Time Promo $194.00,1,Urgency,Limited Time Promo $194.00
70,"Mounif in Pittsburgh, United States purchased",1,Social Proof,"Mounif in Pittsburgh, United States purchased"
338,"No thanks, I prefer to pay full price.",1,Misdirection,"No thanks, I prefer to pay full price."
1044, Articles: Medical Matters ,0,Not Dark Pattern,Articles: Medical Matters
483,"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",1,Urgency,"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s"
46,"Someone in Ampang, Malaysia just bought",1,Social Proof,"Someone in Ampang, Malaysia just bought"
1158, sales@scandinavianoutdoor.com ,0,Not Dark Pattern,sales@scandinavianoutdoor.com
260,POPULAR 62 others checked this out in the last few hours.,1,Social Proof,POPULAR 62 others checked this out in the last few hours.
1139,Gifts By Price,0,Not Dark Pattern,Gifts By Price
117,Devices ,0,Not Dark Pattern,Devices
913,Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,1,Sneaking,Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61
1044,Free Shipping. Limited Time Only. for orders over $50,1,Urgency,Free Shipping. Limited Time Only. for orders over $50
624,Your cart is reserved for 14:05 minutes!,1,Urgency,Your cart is reserved for 14:05 minutes!
1010,Limited Time,1,Urgency,Limited Time
970,AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,1,Scarcity,AN ITEM IN YOUR CART IS SELLING OUT QUICKLY
191,Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.,0,Not Dark Pattern,Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.
117, Light powerful. ,0,Not Dark Pattern,Light powerful.
117,"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",1,Social Proof,"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago"
1044,Arthritis Aids,0,Not Dark Pattern,Arthritis Aids
356,No I don't feel lucky,1,Misdirection,No I don't feel lucky
627,tedpullin,0,Not Dark Pattern,tedpullin
1474,Only 13 left!,1,Scarcity,Only 13 left!
1139,about us,0,Not Dark Pattern,about us
1044, By Doug,0,Not Dark Pattern,By Doug
1044, Cordless Phones For Seniors ,0,Not Dark Pattern,Cordless Phones For Seniors
284,"Michael in Pontiac, United States purchased a  ",1,Social Proof,"Michael in Pontiac, United States purchased a"
1119, You can change your preference here Shop for Select an age ,0,Not Dark Pattern,You can change your preference here Shop for Select an age
556,11 11 Hours: 00 22 Minutes: 3223 3223 Seconds,1,Urgency,11 11 Hours: 00 22 Minutes: 3223 3223 Seconds
300,Down Jackets,0,Not Dark Pattern,Down Jackets
159,88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,1,Social Proof,88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS
264,Choose your payment day. View your schedule and select pay now.,0,Not Dark Pattern,Choose your payment day. View your schedule and select pay now.
252,Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,1,Social Proof,Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring
344,I do not want to protect my item,1,Misdirection,I do not want to protect my item
1351," Household Cleaning Kitchen Bathroom Eco Laundry General Cleaning Kitchenware Cook & Bakeware Food Storage & Preservation Kitchen Textiles Appliances Kitchen Appliances Household Appliances Bed, Bath & Living ",0,Not Dark Pattern,"Household Cleaning Kitchen Bathroom Eco Laundry General Cleaning Kitchenware Cook & Bakeware Food Storage & Preservation Kitchen Textiles Appliances Kitchen Appliances Household Appliances Bed, Bath & Living"
1351, Plant-Based Beauty ,0,Not Dark Pattern,Plant-Based Beauty
1026,You've made the starting lineup. Be on the look out for an exclusive offer for signing up.,0,Not Dark Pattern,You've made the starting lineup. Be on the look out for an exclusive offer for signing up.
883,Plant-based Protein,0,Not Dark Pattern,Plant-based Protein
264,Shop now. Pay later. Always interest-free,0,Not Dark Pattern,Shop now. Pay later. Always interest-free
374,"NO, I'LL PAY FULL PRICE",1,Misdirection,"NO, I'LL PAY FULL PRICE"
1026, PHX Mercury ,0,Not Dark Pattern,PHX Mercury
1189,Only 34 Left!,1,Scarcity,Only 34 Left!
105,"William in Pago Pago, United States purchased a",1,Social Proof,"William in Pago Pago, United States purchased a"
232,113 people have viewed in the last 24hrs,1,Social Proof,113 people have viewed in the last 24hrs
1026, SAF Warriors ,0,Not Dark Pattern,SAF Warriors
300,Cargo Trousers,0,Not Dark Pattern,Cargo Trousers
713, Motocross Boots ,0,Not Dark Pattern,Motocross Boots
389,"No Thanks, I Prefer Paying Full Price",1,Misdirection,"No Thanks, I Prefer Paying Full Price"
288,2 customers recently bought it,1,Social Proof,2 customers recently bought it
720,You left 2 items in your bag Released in: 29 minutes :07 seconds,1,Urgency,You left 2 items in your bag Released in: 29 minutes :07 seconds
1119,Pre-order 3 left,1,Scarcity,Pre-order 3 left
568,"When you place healing crystals in a symmetrical fashion and activate it with a crystal wand, the pattern is charged to send messages to the universe. A healing crystal grid uses sophisticated symmetry for manifestation.",0,Not Dark Pattern,"When you place healing crystals in a symmetrical fashion and activate it with a crystal wand, the pattern is charged to send messages to the universe. A healing crystal grid uses sophisticated symmetry for manifestation."
424,"No thanks, I don't like discounts",1,Misdirection,"No thanks, I don't like discounts"
1351, This is a green tea without the bitterness. ,0,Not Dark Pattern,This is a green tea without the bitterness.
981,* Limited Time Offer *\nFREE\nTLPWR1 Test Leads!,1,Urgency,* Limited Time Offer *\nFREE\nTLPWR1 Test Leads!
883,"If you wish to cancel your subscription, you can email us at getflat@flattummyco.com",1,Obstruction,"If you wish to cancel your subscription, you can email us at getflat@flattummyco.com"
1351,Green Tea is made up of properties that have been known to increase caloric expenditure as well as the metabolism of fat,0,Not Dark Pattern,Green Tea is made up of properties that have been known to increase caloric expenditure as well as the metabolism of fat
1653,Sparkling Elegance,0,Not Dark Pattern,Sparkling Elegance
264, View All Shoes ,0,Not Dark Pattern,View All Shoes
568," Mystic Topaz: Rings, Earrings, Necklaces and Bracelets ",0,Not Dark Pattern,"Mystic Topaz: Rings, Earrings, Necklaces and Bracelets"
1234,Only 2 stock available,1,Scarcity,Only 2 stock available
926,"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.",1,Sneaking,"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console."
1015,SLEEP EVENT OFFERS - LIMITED TIME ONLY,1,Urgency,SLEEP EVENT OFFERS - LIMITED TIME ONLY
568,"Healing Crystals are natural beings just like the trees, mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium, gemstones are a true wonder of nature. When you touch a healing crystal, there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth, there is immense wisdom in crystal use.",0,Not Dark Pattern,"Healing Crystals are natural beings just like the trees, mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium, gemstones are a true wonder of nature. When you touch a healing crystal, there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth, there is immense wisdom in crystal use."
1772,Purchase protection added,1,Sneaking,Purchase protection added
313,39 people have this in their cart,1,Social Proof,39 people have this in their cart
1351, Coffee ,0,Not Dark Pattern,Coffee
808,OFFER ENDS 00:54:59,1,Urgency,OFFER ENDS 00:54:59
300,Adjustable Cuffs With Inner Knitted Cuff,0,Not Dark Pattern,Adjustable Cuffs With Inner Knitted Cuff
1026, Shop All NFL ,0,Not Dark Pattern,Shop All NFL
1351,You have no items in your basket.,0,Not Dark Pattern,You have no items in your basket.
683,Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,1,Urgency,Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.
883,"Weight Management Shakes help cut cals, control appetite, and drop LBS.* Learn more about Weight Management Shakes.",0,Not Dark Pattern,"Weight Management Shakes help cut cals, control appetite, and drop LBS.* Learn more about Weight Management Shakes."
623,Days left until the offer ends: 00 Days 04:43:35,1,Urgency,Days left until the offer ends: 00 Days 04:43:35
1653,Toe Ring,0,Not Dark Pattern,Toe Ring
272,AboutOur StoryOur MissionOur ProductsIn the News,0,Not Dark Pattern,AboutOur StoryOur MissionOur ProductsIn the News
131,23 People viewing this product,1,Social Proof,23 People viewing this product
1026, to read up about,0,Not Dark Pattern,to read up about
1026,Women's Go-Tos,0,Not Dark Pattern,Women's Go-Tos
1653,Only 1 item left in stock,1,Scarcity,Only 1 item left in stock
300,We guarantee to match a lower online price.,0,Not Dark Pattern,We guarantee to match a lower online price.
1159,Only one item left in stock!,1,Scarcity,Only one item left in stock!
264, Shirts & Blouses ,0,Not Dark Pattern,Shirts & Blouses
72,Someone in city just added Radiance - Nebulizing Diffuser® to their cart,1,Social Proof,Someone in city just added Radiance - Nebulizing Diffuser® to their cart
1389,20 units left,1,Scarcity,20 units left
272,"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",1,Social Proof,"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago"
337,"No thanks, I don't like FREE stuff.",1,Misdirection,"No thanks, I don't like FREE stuff."
568,  ,0,Not Dark Pattern,
1026, MIN Twins ,0,Not Dark Pattern,MIN Twins
1394,(5 Left),1,Scarcity,(5 Left)
1653,Speak with our customer-care executive who will help you with your buying.,0,Not Dark Pattern,Speak with our customer-care executive who will help you with your buying.
568,"Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.",0,Not Dark Pattern,"Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals."
1351, Sprouting ,0,Not Dark Pattern,Sprouting
272,Help us #savethefishies.,0,Not Dark Pattern,Help us #savethefishies.
264, Home / Black Tapered Belted Cigarette Trousers - Myasia ,0,Not Dark Pattern,Home / Black Tapered Belted Cigarette Trousers - Myasia
1351, Food ,0,Not Dark Pattern,Food
1351,Aromatherapy ,0,Not Dark Pattern,Aromatherapy
1164,Only 82 left in stock!,1,Scarcity,Only 82 left in stock!
1063,Limited Time Only! 20% Off,1,Urgency,Limited Time Only! 20% Off
256,43 added to bag in the last 48hrs,1,Social Proof,43 added to bag in the last 48hrs
1351,In stock | 44 left,1,Scarcity,In stock | 44 left
300,Pay Securely with Trespass,0,Not Dark Pattern,Pay Securely with Trespass
1351, Menstrual Products ,0,Not Dark Pattern,Menstrual Products
154,THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,1,Social Proof,THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS
1725,ADD FOR BETTER RESULTS,1,Misdirection,ADD FOR BETTER RESULTS
1818,Save $148.98AUD – 49% Off,1,Misdirection,Save $148.98AUD – 49% Off
300,4 bought in the last 24 hours.,1,Social Proof,4 bought in the last 24 hours.
1351, Teething Remedies ,0,Not Dark Pattern,Teething Remedies
277,Selling fast! Add to bag 7 times in the last 48 hours.,1,Social Proof,Selling fast! Add to bag 7 times in the last 48 hours.
1026,Limited time - final price reflects extra 29% off,1,Urgency,Limited time - final price reflects extra 29% off
300, We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more. ,0,Not Dark Pattern,We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more.
568,How Do Our Crystals Looks in Real Life?,0,Not Dark Pattern,How Do Our Crystals Looks in Real Life?
1344,ONLY 3 LEFT IN STOCK!,1,Scarcity,ONLY 3 LEFT IN STOCK!
966,"Our items sell fast, don't miss out!",1,Scarcity,"Our items sell fast, don't miss out!"
1475,only 5 left in stock,1,Scarcity,only 5 left in stock
2,"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",1,Social Proof,"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago"
26,Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,1,Social Proof,Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago
1026, Stone Cold Steve Austin ,0,Not Dark Pattern,Stone Cold Steve Austin
1169,3 items left,1,Scarcity,3 items left
1653,style to command,0,Not Dark Pattern,style to command
264,We use cookies to give you the best experience possible. No personal information is stored. Using this website means that you are ok with this cookie policy.,0,Not Dark Pattern,We use cookies to give you the best experience possible. No personal information is stored. Using this website means that you are ok with this cookie policy.
713, Motocross Gloves ,0,Not Dark Pattern,Motocross Gloves
254,Add to Wish List(13 People Have Added),1,Social Proof,Add to Wish List(13 People Have Added)
219,251 people are viewing this right now,1,Social Proof,251 people are viewing this right now
1026,Join the Team,0,Not Dark Pattern,Join the Team
568,What Are Healing Crystals?,0,Not Dark Pattern,What Are Healing Crystals?
310,"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",1,Social Proof,"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago"
448,I don't want a discount,1,Misdirection,I don't want a discount
1026, WWE New Arrivals ,0,Not Dark Pattern,WWE New Arrivals
300, cm in ,0,Not Dark Pattern,cm in
1351, Digital Device Covers ,0,Not Dark Pattern,Digital Device Covers
1351, Other Snacks ,0,Not Dark Pattern,Other Snacks
1026,Recommended,0,Not Dark Pattern,Recommended
